ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
6.00%,Rotating,Saugatuck Brewing Company,,https://cdn.beeradvocate.com/im/beers/193811.jpg,"Michigan, United States","#6,438",298,84,3.94,Very Good,9.64%
7.10%,Rotating,Full Pint Brewing Company,,https://cdn.beeradvocate.com/im/beers/84805.jpg,"Pennsylvania, United States","#37,343",291,63,3.61,Good,15.79%
4.80%,Winter,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/45428.jpg,"New York, United States","#43,037",277,171,3.39,Okay,15.04%
8.30%,Rotating,Founders Brewing Company,,https://cdn.beeradvocate.com/im/beers/11757.jpg,"Michigan, United States",#87,"16,858","3,879",4.51,World-Class,9.09%
11.80%,Spring,Founders Brewing Company,,https://cdn.beeradvocate.com/im/beers/19960.jpg,"Michigan, United States",#25,"12,884","3,262",4.61,World-Class,8.46%
14.10%,Winter,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/10672.jpg,"Illinois, United States",#29,"12,501","3,015",4.6,World-Class,9.13%
12.20%,Winter,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/34420.jpg,"Oregon, United States",#134,"7,245","1,996",4.47,Outstanding,9.4%
12.90%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/57747.jpg,"Illinois, United States",#8,"7,203","1,207",4.68,World-Class,7.91%
12.00%,Year-round,AleSmith Brewing Company,,https://cdn.beeradvocate.com/im/beers/3833.jpg,"California, United States",#269,"6,939","1,724",4.38,Outstanding,8.45%
13.00%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/94350.jpg,"Oklahoma, United States",#99,"6,134",973,4.5,World-Class,8.22%
11.00%,Year-round,New Holland Brewing Company,,https://cdn.beeradvocate.com/im/beers/5428.jpg,"Michigan, United States","#2,940","5,990","1,556",4.04,Exceptional,12.62%
9.10%,Year-round,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/1013.jpg,"Pennsylvania, United States","#2,762","5,967","2,657",4.05,Exceptional,11.85%
10.00%,Rotating,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/40058.jpg,"New York, United States",#713,"5,299","1,600",4.26,Outstanding,10.8%
9.50%,Rotating,Brasserie Dieu du Ciel!,,https://cdn.beeradvocate.com/im/beers/10325.jpg,"Quebec, Canada",#218,"5,190","1,851",4.41,Outstanding,8.39%
11.70%,Rotating,Founders Brewing Company,,https://cdn.beeradvocate.com/im/beers/47658.jpg,"Michigan, United States",#12,"5,176","1,199",4.67,World-Class,8.35%
18.00%,Rotating,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/2392.jpg,"Delaware, United States",#941,"4,926","1,799",4.22,Exceptional,13.51%
11.20%,Rotating,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/37265.jpg,"Michigan, United States",#64,"4,643",738,4.54,World-Class,7.93%
9.20%,Winter,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/20445.jpg,"California, United States","#5,443","4,480","1,349",3.94,Very Good,11.42%
11.50%,Rotating,Evil Twin Brewing,,https://cdn.beeradvocate.com/im/beers/80291.jpg,"New York, United States",#342,"4,351",653,4.35,Outstanding,8.28%
11.00%,Spring,Cigar City Brewing,,https://cdn.beeradvocate.com/im/beers/47022.jpg,"Florida, United States",#43,"4,215",812,4.58,World-Class,8.52%
9.40%,Winter,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/21950.jpg,"Georgia, United States",#569,"3,975","1,314",4.29,Outstanding,8.86%
19.50%,Fall,The Bruery,,https://cdn.beeradvocate.com/im/beers/51257.jpg,"California, United States",#67,"3,973",711,4.54,World-Class,9.47%
11.80%,Rotating,Epic Brewing Company,,https://cdn.beeradvocate.com/im/beers/73618.jpg,"Utah, United States",#300,"3,812",644,4.37,Outstanding,8.47%
9.50%,Spring,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/42723.jpg,"Colorado, United States",#667,"3,766","1,067",4.27,Outstanding,9.37%
9.00%,Rotating,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/59151.jpg,"Delaware, United States","#1,228","3,757",930,4.18,Exceptional,11.24%
8.80%,Rotating,Green Flash Brewing Co.,,https://cdn.beeradvocate.com/im/beers/41626.jpg,"California, United States","#2,080","3,116",888,4.1,Exceptional,9.27%
10.00%,Fall,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/99558.jpg,"New York, United States","#4,271","3,110",428,3.98,Very Good,13.57%
9.50%,Rotating,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/50176.jpg,"Colorado, United States",#956,"3,092",910,4.22,Exceptional,9.24%
10.90%,Rotating,Mikkeller ApS,,https://cdn.beeradvocate.com/im/beers/46987.jpg,Denmark,#446,"2,908",851,4.32,Outstanding,9.26%
10.50%,Rotating,Westbrook Brewing Co.,,https://cdn.beeradvocate.com/im/beers/78011.jpg,"South Carolina, United States",#242,"2,849",353,4.4,Outstanding,8.41%
14.90%,Rotating,Avery Brewing Company,,https://cdn.beeradvocate.com/im/beers/80197.jpg,"Colorado, United States",#213,"2,819",445,4.42,Outstanding,8.37%
19.60%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/53728.jpg,"California, United States",#69,"2,735",349,4.54,World-Class,9.47%
12.00%,Rotating,Port Brewing,,https://cdn.beeradvocate.com/im/beers/34094.jpg,"California, United States",#354,"2,661",757,4.35,Outstanding,8.97%
10.00%,Fall,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/76393.jpg,"Missouri, United States",#145,"2,645",345,4.47,Outstanding,7.61%
9.70%,Year-round,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/56469.jpg,"Missouri, United States","#4,017","2,608",757,3.99,Very Good,10.78%
9.50%,Rotating,Central Waters Brewing Co.,,https://cdn.beeradvocate.com/im/beers/16062.jpg,"Wisconsin, United States",#736,"2,607",706,4.26,Outstanding,8.45%
16.00%,Rotating,Avery Brewing Company,,https://cdn.beeradvocate.com/im/beers/56199.jpg,"Colorado, United States",#178,"2,454",345,4.45,Outstanding,7.42%
8.10%,Year-round,Bear Republic Brewing Co.,,https://cdn.beeradvocate.com/im/beers/1658.jpg,"California, United States","#1,721","2,423","1,149",4.13,Exceptional,9.69%
10.00%,Rotating,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/49286.jpg,"New York, United States","#1,036","2,329",745,4.21,Exceptional,10.45%
13.00%,Rotating,Stone Brewing,,https://cdn.beeradvocate.com/im/beers/96528.jpg,"California, United States","#1,851","2,171",404,4.12,Exceptional,9.71%
12.00%,Rotating,AleSmith Brewing Company,,https://cdn.beeradvocate.com/im/beers/31484.jpg,"California, United States",#89,"2,159",354,4.52,World-Class,7.52%
10.00%,Year-round,Clown Shoes,,https://cdn.beeradvocate.com/im/beers/76896.jpg,"Massachusetts, United States","#1,539","2,155",396,4.15,Exceptional,8.67%
14.00%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/102340.jpg,"Oklahoma, United States",#90,"2,131",243,4.52,World-Class,7.3%
12.70%,Spring,Weyerbacher Brewing Co.,,https://cdn.beeradvocate.com/im/beers/89345.jpg,"Pennsylvania, United States",#388,"2,072",418,4.34,Outstanding,7.37%
12.00%,Rotating,Evil Twin Brewing,,https://cdn.beeradvocate.com/im/beers/81067.jpg,"New York, United States",#591,"2,033",411,4.29,Outstanding,8.39%
12.20%,Rotating,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/150933.jpg,"California, United States",#289,"1,993",357,4.38,Outstanding,6.39%
10.00%,Rotating,Port Brewing,,https://cdn.beeradvocate.com/im/beers/31613.jpg,"California, United States","#1,547","1,985",887,4.15,Exceptional,8.92%
11.90%,Fall,FiftyFifty Brewing Co.,,https://cdn.beeradvocate.com/im/beers/55063.jpg,"California, United States",#168,"1,953",312,4.46,Outstanding,7.4%
13.00%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/115939.jpg,"Oklahoma, United States",#469,"1,947",239,4.32,Outstanding,8.8%
9.00%,Year-round,Clown Shoes,,https://cdn.beeradvocate.com/im/beers/78795.jpg,"Massachusetts, United States","#7,279","1,886",354,3.9,Very Good,10.77%
10.00%,Rotating,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/46188.jpg,"California, United States","#3,380","1,866",515,4.02,Exceptional,9.7%
12.00%,Rotating,AleSmith Brewing Company,,https://cdn.beeradvocate.com/im/beers/75218.jpg,"California, United States",#115,"1,836",170,4.5,World-Class,6.67%
11.00%,Winter,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/37197.jpg,"California, United States",#919,"1,812",587,4.23,Exceptional,8.27%
5.00%,Year-round,Samuel Smith Old Brewery (Tadcaster),,https://cdn.beeradvocate.com/im/beers/571.jpg,"England, United Kingdom",#993,"6,725","2,302",4.21,Exceptional,11.16%
5.80%,Year-round,Rogue Ales,,https://cdn.beeradvocate.com/im/beers/56973.jpg,"Oregon, United States","#1,600","3,483","1,623",4.14,Exceptional,10.87%
5.50%,Fall,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/45897.jpg,"California, United States","#3,767","3,098",699,4,Exceptional,9.75%
5.80%,Year-round,Anderson Valley Brewing Company,,https://cdn.beeradvocate.com/im/beers/615.jpg,"California, United States","#2,819","2,596","1,002",4.05,Exceptional,11.36%
7.50%,Year-round,Mikkeller ApS,,https://cdn.beeradvocate.com/im/beers/28877.jpg,Denmark,"#2,094","2,579","1,013",4.1,Exceptional,10.24%
8.50%,Rotating,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/46021.jpg,"California, United States",#633,"2,517",395,4.28,Outstanding,9.11%
5.20%,Year-round,New Holland Brewing Company,,https://cdn.beeradvocate.com/im/beers/8322.jpg,"Michigan, United States","#5,878","2,476",756,3.93,Very Good,10.94%
7.50%,Year-round,Tröegs Brewing Company,,https://cdn.beeradvocate.com/im/beers/52128.jpg,"Pennsylvania, United States","#18,198","2,366",706,3.78,Very Good,11.64%
4.95%,Year-round,Breckenridge Brewery,,https://cdn.beeradvocate.com/im/beers/2354.jpg,"Colorado, United States","#35,907","1,574",557,3.64,Good,13.19%
8.00%,Year-round,Stoudts Brewing Co.,,https://cdn.beeradvocate.com/im/beers/20539.jpg,"Pennsylvania, United States","#4,123","1,317",753,3.99,Very Good,10.53%
5.00%,Year-round,McAuslan Brewing,,https://cdn.beeradvocate.com/im/beers/2704.jpg,"Quebec, Canada","#2,572","1,267",635,4.07,Exceptional,10.81%
5.80%,Year-round,Modern Times Beer,,https://cdn.beeradvocate.com/im/beers/95930.jpg,"California, United States","#3,466","1,142",184,4.02,Exceptional,8.46%
6.30%,Year-round,Lost Coast Brewery and Cafe,,https://cdn.beeradvocate.com/im/beers/5045.jpg,"California, United States","#12,570","1,097",554,3.83,Very Good,11.75%
7.00%,Fall,Dark Horse Brewing Company,,https://cdn.beeradvocate.com/im/beers/5490.jpg,"Michigan, United States","#22,591","1,039",418,3.75,Very Good,11.2%
8.10%,Year-round,Elysian Brewing Company,,https://cdn.beeradvocate.com/im/beers/2023.jpg,"Washington, United States","#3,310",975,360,4.03,Exceptional,10.17%
8.00%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/88393.jpg,"Indiana, United States","#4,761",971,103,3.97,Very Good,10.08%
5.70%,Winter,The Schlafly Tap Room,,https://cdn.beeradvocate.com/im/beers/1994.jpg,"Missouri, United States","#10,028",952,320,3.86,Very Good,11.66%
7.00%,Year-round,Ipswich Ale Brewery,,https://cdn.beeradvocate.com/im/beers/260.jpg,"Massachusetts, United States","#1,441",898,407,4.17,Exceptional,9.59%
5.20%,Year-round,Trader Joe's Brewing Company,,https://cdn.beeradvocate.com/im/beers/5688.jpg,"California, United States","#10,106",795,384,3.86,Very Good,11.92%
4.50%,Year-round,Founders Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Michigan, United States","#9,396",782,101,3.87,Very Good,10.85%
7.00%,Year-round,Ninkasi Brewing Company,,https://cdn.beeradvocate.com/im/beers/39296.jpg,"Oregon, United States","#6,634",769,244,3.92,Very Good,10.46%
9.40%,Rotating,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/106575.jpg,"Georgia, United States",#638,755,98,4.3,Outstanding,8.6%
5.70%,Year-round,The Schlafly Tap Room,,https://cdn.beeradvocate.com/im/beers/4874.jpg,"Missouri, United States","#34,027",740,262,3.66,Good,11.48%
7.20%,Rotating,Hill Farmstead Brewery,,https://cdn.beeradvocate.com/im/beers/61741.jpg,"Vermont, United States",#686,737,117,4.29,Outstanding,6.53%
7.00%,Rotating,Ninkasi Brewing Company,,https://cdn.beeradvocate.com/im/beers/51269.jpg,"Oregon, United States","#9,490",659,130,3.87,Very Good,9.3%
6.20%,Winter,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/28267.jpg,"Wisconsin, United States","#9,517",634,249,3.87,Very Good,9.56%
5.70%,Rotating,Toppling Goliath Brewing Company,,https://cdn.beeradvocate.com/im/beers/80097.jpg,"Iowa, United States","#9,528",626,101,3.87,Very Good,8.01%
14.00%,Fall,Fremont Brewing Company,,https://cdn.beeradvocate.com/im/beers/140119.jpg,"Washington, United States",#209,620,88,4.46,Outstanding,5.61%
7.50%,Rotating,Mikkeller ApS,,https://cdn.beeradvocate.com/im/beers/59741.jpg,Denmark,"#14,985",604,269,3.81,Very Good,14.17%
7.70%,Rotating,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/174523.jpg,"Indiana, United States",#672,604,112,4.3,Outstanding,7.44%
5.40%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/4312.jpg,"Illinois, United States","#12,010",571,450,3.84,Very Good,10.94%
5.20%,Year-round,Wells & Young's Ltd,,https://cdn.beeradvocate.com/im/beers/48050.jpg,"England, United Kingdom","#4,689",558,453,3.98,Very Good,10.3%
7.50%,Winter,Buffalo Bill's Brewery,,https://cdn.beeradvocate.com/im/beers/40177.jpg,"California, United States","#43,806",506,253,3.33,Okay,18.62%
8.00%,Rotating,Independence Brewing Co.,,https://cdn.beeradvocate.com/im/beers/47911.jpg,"Texas, United States","#7,362",462,147,3.91,Very Good,10.74%
5.70%,Year-round,Alaskan Brewing Co.,,https://cdn.beeradvocate.com/im/beers/1305.jpg,"Alaska, United States","#25,599",450,220,3.73,Good,12.87%
6.00%,Year-round,Good People Brewing Company,,https://cdn.beeradvocate.com/im/beers/45303.jpg,"Alabama, United States","#2,721",444,105,4.08,Exceptional,10.78%
5.50%,Fall,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/142924.jpg,"California, United States","#4,038",435,101,4.01,Exceptional,8.23%
5.40%,Year-round,Otter Creek Brewing,,https://cdn.beeradvocate.com/im/beers/179874.jpg,"Vermont, United States","#9,111",430,103,3.88,Very Good,9.54%
4.70%,Fall,Summit Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Minnesota, United States","#3,428",416,101,4.04,Exceptional,11.88%
5.50%,Rotating,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/199729.jpg,"California, United States","#40,118",416,127,3.55,Good,16.06%
5.40%,Winter,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/8350.jpg,"Ohio, United States","#7,444",410,110,3.91,Very Good,8.95%
8.00%,Rotating,Burial Beer Co.,,https://cdn.beeradvocate.com/im/beers/96579.jpg,"North Carolina, United States","#1,225",408,89,4.22,Exceptional,7.11%
4.50%,Year-round,Founders Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Michigan, United States","#17,689",389,32,3.79,Very Good,9.76%
6.30%,Winter,Tyranena Brewing Company,,https://cdn.beeradvocate.com/im/beers/56054.jpg,"Wisconsin, United States","#6,637",380,147,3.93,Very Good,9.92%
6.70%,Year-round,Millstream Brewing Company,,https://cdn.beeradvocate.com/im/beers/59382.jpg,"Iowa, United States","#29,485",337,165,3.7,Good,12.16%
5.90%,Rotating,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/182505.jpg,"Colorado, United States","#37,931",334,89,3.6,Good,12.5%
5.30%,Winter,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/185155.jpg,"New York, United States","#17,822",328,96,3.79,Very Good,10.55%
6.50%,Year-round,Bent River Brewing Company,,https://cdn.beeradvocate.com/im/beers/19174.jpg,"Illinois, United States","#16,674",298,55,3.8,Very Good,15.79%
6.00%,Winter,Mayflower Brewing Company,,https://cdn.beeradvocate.com/im/beers/64217.jpg,"Massachusetts, United States","#6,443",297,99,3.94,Very Good,9.9%
5.40%,Rotating,Big Sky Brewing Company,,https://cdn.beeradvocate.com/im/beers/2284.jpg,"Montana, United States","#41,251",293,120,3.5,Good,13.43%
6.00%,Year-round,Left Hand Brewing Company,,https://cdn.beeradvocate.com/im/beers/3434.jpg,"Colorado, United States","#3,970","6,893","1,781",3.99,Very Good,12.28%
5.20%,Year-round,Wells & Young's Ltd,,https://cdn.beeradvocate.com/im/beers/73.jpg,"England, United Kingdom","#3,302","5,810","2,376",4.02,Exceptional,12.94%
10.00%,Rotating,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/43687.jpg,"New York, United States","#6,707","4,615","1,472",3.91,Very Good,17.39%
8.10%,Rotating,Stone Brewing,,https://cdn.beeradvocate.com/im/beers/128500.jpg,"California, United States",#375,"3,969",693,4.34,Outstanding,9.22%
6.00%,Year-round,Left Hand Brewing Company,,https://cdn.beeradvocate.com/im/beers/115076.jpg,"Colorado, United States","#1,518","2,761",347,4.15,Exceptional,11.33%
4.90%,Year-round,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/1879.jpg,"Massachusetts, United States","#6,291","2,710","1,265",3.92,Very Good,12.5%
6.10%,Winter,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/62984.jpg,"Georgia, United States","#4,582","2,576",633,3.97,Very Good,10.33%
5.00%,Rotating,Stone Brewing,,https://cdn.beeradvocate.com/im/beers/124424.jpg,"California, United States","#25,473","2,327",389,3.73,Good,11.8%
7.50%,Year-round,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/76440.jpg,"New York, United States","#14,539","2,265",435,3.81,Very Good,11.29%
5.70%,Year-round,The Duck-Rabbit Craft Brewery,,https://cdn.beeradvocate.com/im/beers/20216.jpg,"North Carolina, United States","#11,472","2,097",777,3.84,Very Good,12.76%
8.00%,Summer,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/25435.jpg,"Indiana, United States","#1,735","2,083",542,4.13,Exceptional,9.93%
5.00%,Year-round,Tallgrass Brewing Company,,https://cdn.beeradvocate.com/im/beers/54413.jpg,"Kansas, United States","#8,468","1,430",374,3.88,Very Good,11.34%
9.20%,Fall,Hardywood Park Craft Brewery,,https://cdn.beeradvocate.com/im/beers/76086.jpg,"Virginia, United States",#571,"1,425",198,4.3,Outstanding,10.93%
9.00%,Winter,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/105725.jpg,"Massachusetts, United States","#28,381","1,324",271,3.71,Good,14.02%
5.30%,Year-round,Lancaster Brewing Company,,https://cdn.beeradvocate.com/im/beers/3960.jpg,"Pennsylvania, United States","#8,518","1,193",474,3.88,Very Good,12.11%
7.50%,Winter,Dark Horse Brewing Company,,https://cdn.beeradvocate.com/im/beers/6903.jpg,"Michigan, United States","#7,917","1,148",423,3.89,Very Good,9.77%
6.50%,Year-round,St. Peter's Brewery Co Ltd,,https://cdn.beeradvocate.com/im/beers/2442.jpg,"England, United Kingdom","#9,257","1,063",625,3.87,Very Good,12.66%
5.30%,Year-round,Belching Beaver Brewery,,https://cdn.beeradvocate.com/im/beers/97563.jpg,"California, United States","#2,227","1,002",163,4.1,Exceptional,11.46%
6.00%,Year-round,Saugatuck Brewing Company,,https://cdn.beeradvocate.com/im/beers/70670.jpg,"Michigan, United States","#6,132",914,161,3.93,Very Good,11.96%
9.30%,Winter,4 Hands Brewing Co.,,https://cdn.beeradvocate.com/im/beers/112968.jpg,"Missouri, United States",#210,776,87,4.45,Outstanding,7.64%
7.40%,Rotating,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/146326.jpg,"Delaware, United States","#5,774",770,184,3.94,Very Good,9.9%
9.10%,Year-round,Lakewood Brewing Company,,https://cdn.beeradvocate.com/im/beers/86132.jpg,"Texas, United States","#1,891",765,91,4.13,Exceptional,9.44%
8.00%,Rotating,Short's Brewing Company,,https://cdn.beeradvocate.com/im/beers/32941.jpg,"Michigan, United States","#2,528",764,313,4.08,Exceptional,12.01%
8.00%,Rotating,AleWerks Brewing Company,,https://cdn.beeradvocate.com/im/beers/61241.jpg,"Virginia, United States",#681,758,183,4.29,Outstanding,8.62%
7.20%,Rotating,Breckenridge Brewery,,https://cdn.beeradvocate.com/im/beers/65223.jpg,"Colorado, United States","#10,142",757,159,3.86,Very Good,10.62%
5.00%,Rotating,Tallgrass Brewing Company,,https://cdn.beeradvocate.com/im/beers/88933.jpg,"Kansas, United States","#6,202",749,124,3.93,Very Good,10.69%
4.90%,Year-round,Butternuts Beer & Ale,,https://cdn.beeradvocate.com/im/beers/36056.jpg,"New York, United States","#38,778",722,337,3.59,Good,14.21%
15.00%,Rotating,Cigar City Brewing,,https://cdn.beeradvocate.com/im/beers/98045.jpg,"Florida, United States",#110,710,65,4.53,World-Class,7.73%
10.20%,Winter,Hardywood Park Craft Brewery,,https://cdn.beeradvocate.com/im/beers/87901.jpg,"Virginia, United States",#397,702,100,4.36,Outstanding,9.4%
6.00%,Year-round,Keegan Ales,,https://cdn.beeradvocate.com/im/beers/16385.jpg,"New York, United States","#16,045",694,237,3.8,Very Good,11.32%
5.60%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/86239.jpg,"Massachusetts, United States","#1,099",672,85,4.22,Exceptional,7.11%
4.90%,Year-round,Whitbread PLC,,https://cdn.beeradvocate.com/im/beers/19.jpg,"England, United Kingdom","#3,226",669,530,4.04,Exceptional,11.88%
5.50%,Winter,4 Hands Brewing Co.,,https://cdn.beeradvocate.com/im/beers/88478.jpg,"Missouri, United States","#3,623",669,86,4.02,Exceptional,9.45%
7.00%,Rotating,Against The Grain Brewery & Smokehouse,,https://cdn.beeradvocate.com/im/beers/86492.jpg,"Kentucky, United States","#5,509",653,113,3.95,Very Good,7.85%
6.00%,Rotating,Elysian Brewing Company,,https://cdn.beeradvocate.com/im/beers/80740.jpg,"Washington, United States","#5,862",636,148,3.94,Very Good,9.9%
7.50%,Winter,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/135057.jpg,"New York, United States","#7,197",594,113,3.91,Very Good,8.95%
5.30%,Winter,Narragansett Brewing Co.,,https://cdn.beeradvocate.com/im/beers/107165.jpg,"Rhode Island, United States","#17,368",574,105,3.79,Very Good,12.14%
4.65%,Year-round,Lazy Magnolia Brewing Company,,https://cdn.beeradvocate.com/im/beers/22345.jpg,"Mississippi, United States","#41,092",570,114,3.52,Good,14.77%
10.00%,Rotating,Stone Brewing,,https://cdn.beeradvocate.com/im/beers/182952.jpg,"California, United States","#1,007",559,147,4.24,Exceptional,8.02%
8.50%,Rotating,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/143676.jpg,"Georgia, United States","#2,125",535,64,4.12,Exceptional,8.01%
9.50%,Rotating,Revolution Brewing,,https://cdn.beeradvocate.com/im/beers/64613.jpg,"Illinois, United States","#2,002",527,76,4.13,Exceptional,9.2%
5.40%,Winter,AleWerks Brewing Company,,https://cdn.beeradvocate.com/im/beers/48782.jpg,"Virginia, United States","#5,281",523,181,3.96,Very Good,9.85%
6.70%,Rotating,River Horse Brewing Co.,,https://cdn.beeradvocate.com/im/beers/45831.jpg,"New Jersey, United States","#6,431",488,156,3.93,Very Good,10.43%
5.80%,Year-round,Brau Brothers Brewing Co. LLC,,https://cdn.beeradvocate.com/im/beers/65068.jpg,"Minnesota, United States","#16,270",488,156,3.8,Very Good,12.11%
13.50%,Fall,Hardywood Park Craft Brewery,,https://cdn.beeradvocate.com/im/beers/140742.jpg,"Virginia, United States",#226,468,56,4.46,Outstanding,7.17%
7.60%,Rotating,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/105204.jpg,"Georgia, United States","#10,522",439,54,3.86,Very Good,13.73%
10.00%,Rotating,Flying Monkeys Craft Brewery,,https://cdn.beeradvocate.com/im/beers/104121.jpg,"Ontario, Canada","#1,863",413,68,4.15,Exceptional,11.33%
8.50%,Rotating,18th Street Brewery,,https://cdn.beeradvocate.com/im/beers/138189.jpg,"Indiana, United States",#797,413,52,4.29,Outstanding,7.46%
6.40%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/200370.jpg,"Massachusetts, United States",#461,386,56,4.37,Outstanding,6.64%
3.90%,Year-round,Kiuchi Brewery,,https://cdn.beeradvocate.com/im/beers/4769.jpg,Japan,"#44,783",380,222,3.06,Okay,20.92%
4.20%,Year-round,Guinness Ltd.,,https://cdn.beeradvocate.com/im/beers/754.jpg,Ireland,"#40,268","7,823","2,280",3.56,Good,19.66%
5.60%,Year-round,Guinness Ltd.,,https://cdn.beeradvocate.com/im/beers/650.jpg,Ireland,"#25,459","4,300","1,396",3.73,Good,15.01%
4.00%,Year-round,Murphy Brewery Ireland Limited,,https://cdn.beeradvocate.com/im/beers/703.jpg,Ireland,"#22,497","2,497","1,018",3.75,Very Good,14.13%
5.40%,Year-round,North Coast Brewing Co.,,https://cdn.beeradvocate.com/im/beers/408.jpg,"California, United States","#12,528","1,266",665,3.83,Very Good,10.97%
6.70%,Year-round,Bar Harbor Brewing Company,,https://cdn.beeradvocate.com/im/beers/3338.jpg,"Maine, United States","#1,307","1,239",691,4.18,Exceptional,9.33%
4.30%,Year-round,Carlow Brewing Company,,https://cdn.beeradvocate.com/im/beers/1751.jpg,Ireland,"#9,306",961,493,3.87,Very Good,11.89%
6.50%,Winter,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/7560.jpg,"Indiana, United States","#3,541",842,464,4.02,Exceptional,11.19%
4.10%,Year-round,Beamish & Crawford Plc.,,https://cdn.beeradvocate.com/im/beers/927.jpg,Ireland,"#15,965",787,552,3.8,Very Good,12.89%
5.20%,Year-round,Mendocino Brewing Company,,https://cdn.beeradvocate.com/im/beers/1520.jpg,United States,"#41,348",659,432,3.51,Good,13.39%
4.70%,Rotating,Brooklyn Brewery,,https://cdn.beeradvocate.com/im/beers/78521.jpg,"New York, United States","#39,972",645,150,3.56,Good,12.64%
4.70%,Year-round,Shipyard Brewing Company,,https://cdn.beeradvocate.com/im/beers/291.jpg,"Maine, United States","#39,567",569,254,3.57,Good,14.85%
5.50%,Winter,Yards Brewing Co.,,https://cdn.beeradvocate.com/im/beers/3318.jpg,"Pennsylvania, United States","#16,186",567,186,3.8,Very Good,12.63%
4.20%,Year-round,Guinness Ltd.,,https://cdn.beeradvocate.com/im/beers/34781.jpg,Ireland,"#39,907",531,170,3.56,Good,19.66%
3.70%,Year-round,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Pennsylvania, United States","#34,806",516,147,3.65,Good,14.52%
4.20%,Year-round,Starr Hill Brewery,,https://cdn.beeradvocate.com/im/beers/29995.jpg,"Virginia, United States","#40,753",463,202,3.53,Good,13.88%
