ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev
9.40,Year-round,BOSS Browar Witnica S.A.,0,https://cdn.beeradvocate.com/im/beers/17055.jpg,Poland,Black Boss Porter,21412,589,310,3.76,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/5504/17055/,15.16
5.50,Year-round,Carlsberg Sverige AB,4.77,https://cdn.beeradvocate.com/im/beers/755.jpg,Sweden,"Carnegie Porter 5,5%",2349,585,354,4.1,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/10897/755/,10.73
9.00,Rotating,3 Floyds Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/42378.jpg,"Indiana, United States",Topless Wytch,3289,569,106,4.04,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/26/42378/,9.9
8.20,Fall,21st Amendment Brewery,3.51,https://cdn.beeradvocate.com/im/beers/100316.jpg,"California, United States",He Said (Baltic Porter),26823,520,112,3.72,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/735/100316/,11.56
8.00,Rotating,Uinta Brewing Company,4,https://cdn.beeradvocate.com/im/beers/88338.jpg,"Utah, United States",Sea Legs Baltic Porter,2671,510,105,4.08,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/1416/88338/,8.33
10.00,Rotating,Jack's Abby Brewing,0,https://cdn.beeradvocate.com/im/beers/115426.jpg,"Massachusetts, United States",Peanut Butter & Jelly Barrel Aged Framinghammer,1912,495,57,4.14,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/26520/115426/,9.9
10.00,Fall,Les Trois Mousquetaires,0,https://cdn.beeradvocate.com/im/beers/46644.jpg,"Quebec, Canada",Grande Cuvée Porter Baltique,932,466,167,4.26,Outstanding,Baltic Porter,https://www.beeradvocate.com/beer/profile/11056/46644/,8.92
10.00,Rotating,Jack's Abby Brewing,0,https://cdn.beeradvocate.com/im/beers/114146.jpg,"Massachusetts, United States",Cocoa-Nut Barrel Aged Framinghammer,362,466,39,4.39,Outstanding,Baltic Porter,https://www.beeradvocate.com/beer/profile/26520/114146/,7.97
8.00,Year-round,Ska Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/16329.jpg,"Colorado, United States",Nefarious Ten Pin Imperial Porter,13129,455,238,3.83,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/923/16329/,10.97
9.30,Rotating,Hill Farmstead Brewery,0,https://cdn.beeradvocate.com/im/beers/89265.jpg,"Vermont, United States",Fear And Trembling,1202,440,77,4.22,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/22511/89265/,8.06
7.00,Winter,Dark Horse Brewing Company,0,https://cdn.beeradvocate.com/im/beers/8532.jpg,"Michigan, United States",Dark Horse Thirsty Trout Porter,15220,434,92,3.81,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/1471/8532/,9.71
7.00,Rotating,Nøgne Ø - Det Kompromissløse Bryggeri A/S,0,https://cdn.beeradvocate.com/im/beers/14314.jpg,Norway,Porter,3261,409,240,4.05,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/7730/14314/,10.12
10.00,Rotating,Sixpoint Brewery,0,https://cdn.beeradvocate.com/im/beers/197751.jpg,"New York, United States",5Beans,2619,408,115,4.09,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/10607/197751/,7.33
7.50,Rotating,Great Divide Brewing Company,0,https://cdn.beeradvocate.com/im/beers/60846.jpg,"Colorado, United States",Smoked Baltic Porter,25635,399,243,3.73,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/158/60846/,12.6
8.00,Rotating,Coronado Brewing Company,0,https://cdn.beeradvocate.com/im/beers/112346.jpg,"California, United States",Coronado / Cigar City Jurata,20245,396,65,3.77,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/2447/112346/,9.28
9.80,Rotating,Alaskan Brewing Co.,4.08,https://cdn.beeradvocate.com/im/beers/36532.jpg,"Alaska, United States",Alaskan Baltic Porter (Pilot Series),1909,379,223,4.15,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/429/36532/,11.57
7.20,Spring,Southampton Publick House,0,https://cdn.beeradvocate.com/im/beers/8543.jpg,"New York, United States",Southampton Imperial Baltic Porter,6242,377,331,3.94,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/1628/8543/,11.42
8.00,Year-round,Thomas Hooker Brewing Company,4.23,https://cdn.beeradvocate.com/im/beers/14400.jpg,"Connecticut, United States",Thomas Hooker Imperial Porter,2839,360,282,4.08,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/696/14400/,11.76
7.00,Rotating,Moody Tongue Brewing Company,0,https://cdn.beeradvocate.com/im/beers/149273.jpg,"Illinois, United States",Caramelized Chocolate Churro Baltic Porter,5378,296,59,3.97,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/35410/149273/,12.59
7.10,Rotating,Shipyard Brewing Company,4.2,https://cdn.beeradvocate.com/im/beers/45933.jpg,"Maine, United States",Shipyard Imperial Porter (Pugsley's Signature Series),26846,270,176,3.72,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/139/45933/,12.37
7.00,Year-round,Deep Ellum Brewing Company,0,https://cdn.beeradvocate.com/im/beers/75574.jpg,"Texas, United States",Double Brown Stout,18132,246,35,3.79,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/27403/75574/,13.19
9.00,Rotating,Foothills Brewing Company - Downtown Brewpub,0,https://cdn.beeradvocate.com/im/beers/33033.jpg,"North Carolina, United States",Baltic Porter,2988,231,126,4.09,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/11036/33033/,10.02
6.80,Fall,Old Dominion Brewing Company,0,https://cdn.beeradvocate.com/im/beers/45914.jpg,"Delaware, United States",Dominion Baltic Porter,24489,230,111,3.74,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/402/45914/,10.43
11.00,Rotating,Brouwerij De Molen,0,https://cdn.beeradvocate.com/im/beers/40959.jpg,Netherlands,Tsarina Esra,1921,215,81,4.18,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/11031/40959/,8.13
6.80,Year-round,Utenos Alus,0,https://cdn.beeradvocate.com/im/beers/4878.jpg,Lithuania,Porter,41058,212,184,3.5,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/887/4878/,16
6.80,Year-round,Aldaris,0,https://cdn.beeradvocate.com/im/beers/5975.jpg,Latvia,Porteris,30430,201,144,3.69,Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/1382/5975/,14.09
8.20,Rotating,Green Flash Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/214468.jpg,"California, United States",Cosmic Ristretto,3458,196,55,4.07,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/2743/214468/,6.63
12.00,Rotating,Jack's Abby Brewing,0,https://cdn.beeradvocate.com/im/beers/208346.jpg,"Massachusetts, United States",Barrel Aged Framinghammer - Mole,1042,195,28,4.3,Outstanding,Baltic Porter,https://www.beeradvocate.com/beer/profile/26520/208346/,6.05
7.50,Rotating,Beer Here,0,https://cdn.beeradvocate.com/im/beers/53250.jpg,Denmark,Mørke - Pumpernickel Porter,2497,184,120,4.14,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/19476/53250/,7.25
7.80,Rotating,Uncommon Brewers,4,https://cdn.beeradvocate.com/im/beers/47631.jpg,"California, United States",Baltic Porter,18506,182,88,3.79,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/17962/47631/,12.4
6.80,Rotating,Atwater Brewery,0,https://cdn.beeradvocate.com/im/beers/73546.jpg,"Michigan, United States",Atwater Bourbon Barrel Aged Shaman's Porter,43767,182,41,3.29,Okay,Baltic Porter,https://www.beeradvocate.com/beer/profile/15280/73546/,18.54
12.00,Rotating,Barley John's Brew Pub,0,https://cdn.beeradvocate.com/im/beers/11482.jpg,"Minnesota, United States",Dark Knight,743,178,88,4.37,Outstanding,Baltic Porter,https://www.beeradvocate.com/beer/profile/1168/11482/,9.38
10.00,Rotating,HaandBryggeriet,0,https://cdn.beeradvocate.com/im/beers/52414.jpg,Norway,Akevitt Porter (Barrel-Aged Porter),4652,174,108,4.02,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/15711/52414/,10.45
7.10,Rotating,Parkway Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/91719.jpg,"Virginia, United States",Raven's Roost Baltic Porter,8624,169,35,3.91,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/30815/91719/,9.21
6.00,Year-round,Baird Brewing Company / Fishmarket Taproom,0,https://cdn.beeradvocate.com/im/beers/7955.jpg,Japan,Kurofune Porter,18698,163,93,3.79,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/3599/7955/,9.76
6.00,Year-round,"Bell's Brewery, Inc.",3.67,https://cdn.beeradvocate.com/im/beers/1117.jpg,"Michigan, United States",Bell's Kalamazoo Stout,4253,4394,1596,3.98,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/287/1117/,10.55
5.80,Year-round,Rogue Ales,4.49,https://cdn.beeradvocate.com/im/beers/1118.jpg,"Oregon, United States",Chocolate Stout,1496,4220,1917,4.15,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/132/1118/,12.29
6.40,Year-round,Deschutes Brewery,4.7,https://cdn.beeradvocate.com/im/beers/197.jpg,"Oregon, United States",Obsidian Stout,1082,3925,1161,4.2,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/63/197/,9.52
6.10,Winter,"Bell's Brewery, Inc.",3.66,https://cdn.beeradvocate.com/im/beers/2403.jpg,"Michigan, United States",Bell's Special Double Cream Stout,4841,3884,1462,3.96,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/287/2403/,10.61
5.80,Year-round,Sierra Nevada Brewing Co.,4.58,https://cdn.beeradvocate.com/im/beers/283.jpg,"California, United States",Sierra Nevada Stout,2480,3412,1447,4.07,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/140/283/,10.81
5.20,Fall,Dogfish Head Craft Brewery,3.43,https://cdn.beeradvocate.com/im/beers/1153.jpg,"Delaware, United States",Chicory Stout,25491,3380,1377,3.73,Good,American Stout,https://www.beeradvocate.com/beer/profile/64/1153/,13.14
7.50,Winter,"Bell's Brewery, Inc.",3.77,https://cdn.beeradvocate.com/im/beers/2010.jpg,"Michigan, United States",Bell's Java Stout,5485,3258,1152,3.94,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/287/2010/,11.17
7.00,Winter,"Bell's Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/2511.jpg,"Michigan, United States",Bell's Cherry Stout,40835,2586,1034,3.54,Good,American Stout,https://www.beeradvocate.com/beer/profile/287/2511/,16.1
6.50,Rotating,Maine Beer Company,0,https://cdn.beeradvocate.com/im/beers/56545.jpg,"Maine, United States",Mean Old Tom,4038,2421,472,3.99,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/20681/56545/,9.02
7.50,Winter,Dark Horse Brewing Company,3.83,https://cdn.beeradvocate.com/im/beers/6227.jpg,"Michigan, United States",Dark Horse Tres Blueberry Stout,4628,1756,658,3.97,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/1471/6227/,10.33
6.50,Rotating,Brasserie Dieu du Ciel!,0,https://cdn.beeradvocate.com/im/beers/10330.jpg,"Quebec, Canada",Aphrodisiaque,1129,1674,636,4.2,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/1141/10330/,8.81
6.90,Year-round,Anderson Valley Brewing Company,0,https://cdn.beeradvocate.com/im/beers/86545.jpg,"California, United States",Wild Turkey Bourbon Barrel Stout,16982,1619,265,3.79,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/193/86545/,12.93
6.00,Year-round,Old Dominion Brewing Company,4.47,https://cdn.beeradvocate.com/im/beers/1192.jpg,"Delaware, United States",Dominion Oak Barrel Stout,5600,1538,703,3.94,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/402/1192/,12.44
6.30,Year-round,Avery Brewing Company,3.53,https://cdn.beeradvocate.com/im/beers/1830.jpg,"Colorado, United States",Out Of Bounds Stout,21189,1343,598,3.76,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/30/1830/,10.37
6.20,Rotating,Sierra Nevada Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/135684.jpg,"California, United States",Coffee Stout,2442,1245,234,4.08,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/140/135684/,9.56
5.00,Year-round,Highland Brewing,0,https://cdn.beeradvocate.com/im/beers/6373.jpg,"North Carolina, United States",Highland Black Mocha Stout,9991,1083,455,3.86,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/811/6373/,10.88
6.40,Year-round,"Lakefront Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/2870.jpg,"Wisconsin, United States",Fuel Cafe (Coffee Flavored Stout),42927,1042,445,3.43,Okay,American Stout,https://www.beeradvocate.com/beer/profile/741/2870/,15.74
5.75,Winter,New Glarus Brewing Company,4.36,https://cdn.beeradvocate.com/im/beers/2810.jpg,"Wisconsin, United States",Coffee Stout,7951,1023,409,3.89,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/590/2810/,11.31
5.80,Winter,Boston Beer Company (Samuel Adams),3.16,https://cdn.beeradvocate.com/im/beers/74390.jpg,"Massachusetts, United States",Samuel Adams Black & Brew Coffee Stout,33102,1018,333,3.67,Good,American Stout,https://www.beeradvocate.com/beer/profile/35/74390/,16.08
7.60,Rotating,Tree House Brewing Company,0,https://cdn.beeradvocate.com/im/beers/113784.jpg,"Massachusetts, United States",Double Shot,79,915,85,4.55,World-Class,American Stout,https://www.beeradvocate.com/beer/profile/28743/113784/,6.37
5.90,Fall,Harpoon Brewery & Beer Hall,0,https://cdn.beeradvocate.com/im/beers/45568.jpg,"Massachusetts, United States",Harpoon Chocolate Stout,36582,822,283,3.63,Good,American Stout,https://www.beeradvocate.com/beer/profile/98/45568/,15.43
6.50,Fall,Ballast Point Brewing Company,0,https://cdn.beeradvocate.com/im/beers/138387.jpg,"California, United States",The Commodore,9445,710,163,3.87,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/199/138387/,8.79
5.30,Year-round,Finch Beer Co.,0,https://cdn.beeradvocate.com/im/beers/78798.jpg,"Illinois, United States",Secret Stache Stout,8768,701,140,3.88,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/25370/78798/,9.79
7.50,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/56836.jpg,Denmark,Beer Hop Breakfast,3073,636,202,4.05,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/13307/56836/,10.12
7.00,Rotating,Arcadia Brewing Company,4,https://cdn.beeradvocate.com/im/beers/35385.jpg,"Michigan, United States",Arcadia Cocoa Loco,39984,628,296,3.56,Good,American Stout,https://www.beeradvocate.com/beer/profile/35571/35385/,15.45
6.50,Spring,High Water Brewing,0,https://cdn.beeradvocate.com/im/beers/80760.jpg,"California, United States",Campfire Stout,3453,614,104,4.03,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/24827/80760/,10.67
5.00,Year-round,Bison Brewing,0,https://cdn.beeradvocate.com/im/beers/2420.jpg,"California, United States",Bison Organic Chocolate Stout,42179,603,300,3.47,Okay,American Stout,https://www.beeradvocate.com/beer/profile/609/2420/,15.27
6.00,Rotating,Odd Side Ales,0,https://cdn.beeradvocate.com/im/beers/79840.jpg,"Michigan, United States",Mayan Mocha Stout,8961,533,82,3.88,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/22564/79840/,11.6
6.80,Year-round,Evolution Craft Brewing Company,0,https://cdn.beeradvocate.com/im/beers/52233.jpg,"Maryland, United States",Rise Up Stout,2135,527,104,4.12,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/19897/52233/,9.22
6.00,Year-round,Alpine Beer Company,0,https://cdn.beeradvocate.com/im/beers/9763.jpg,"California, United States",Captain Stout,21450,524,163,3.76,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/3120/9763/,10.9
6.60,Year-round,Mad River Brewing Company,4.19,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",Redwood Stout,3507,523,311,4.03,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/266/1443/,10.42
5.80,Year-round,Boston Beer Company (Samuel Adams),0,https://cdn.beeradvocate.com/im/beers/186736.jpg,"Massachusetts, United States",Samuel Adams Nitro Coffee Stout,13096,482,146,3.83,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/35/186736/,11.75
5.60,Winter,Saint Arnold Brewing Company,0,https://cdn.beeradvocate.com/im/beers/1069.jpg,"Texas, United States",Saint Arnold Winter Stout,37074,478,195,3.62,Good,American Stout,https://www.beeradvocate.com/beer/profile/337/1069/,13.26
5.50,Rotating,14th Star Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/101164.jpg,"Vermont, United States",Maple Breakfast Stout,17556,457,69,3.79,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/31551/101164/,9.23
5.40,Year-round,Rhinelander Brewing Company,0,https://cdn.beeradvocate.com/im/beers/75507.jpg,"Wisconsin, United States",Boatswain Chocolate Stout,43928,453,126,3.31,Okay,American Stout,https://www.beeradvocate.com/beer/profile/27642/75507/,16.01
5.40,Rotating,Coronado Brewing Company,0,https://cdn.beeradvocate.com/im/beers/75068.jpg,"California, United States",Blue Bridge Coffee Stout,34760,441,82,3.65,Good,American Stout,https://www.beeradvocate.com/beer/profile/2447/75068/,12.05
5.60,Year-round,Hinterland Brewery Restaurant,0,https://cdn.beeradvocate.com/im/beers/32763.jpg,"Wisconsin, United States",Luna Coffee Stout,35532,429,123,3.64,Good,American Stout,https://www.beeradvocate.com/beer/profile/4426/32763/,14.01
6.70,Winter,"Bell's Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/2009.jpg,"Michigan, United States",Bell's Rye Stout,8502,426,317,3.89,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/287/2009/,9.25
5.80,Rotating,Oakshire Brewing,3.7,https://cdn.beeradvocate.com/im/beers/42965.jpg,"Oregon, United States",Overcast Espresso Stout,11492,384,119,3.85,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/16068/42965/,10.39
6.20,Rotating,Pisgah Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/39893.jpg,"North Carolina, United States",Pisgah Valdez,1900,383,207,4.15,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/10153/39893/,10.84
5.50,Rotating,Right Brain Brewery,0,https://cdn.beeradvocate.com/im/beers/46331.jpg,"Michigan, United States",CEO Stout,19012,344,58,3.78,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/16503/46331/,11.64
5.30,Year-round,Hopworks Urban Brewery,4.15,https://cdn.beeradvocate.com/im/beers/43087.jpg,"Oregon, United States","Survival ""7-Grain"" Stout",4228,328,126,4.01,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/16353/43087/,9.48
6.80,Fall,New Orleans Lager & Ale Brewing Company (NOLA),3.98,https://cdn.beeradvocate.com/im/beers/63124.jpg,"Louisiana, United States",Irish Channel Stout,5042,322,61,3.98,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/18854/63124/,10.05
5.80,Rotating,Kuhnhenn Brewing Company,0,https://cdn.beeradvocate.com/im/beers/18973.jpg,"Michigan, United States",Kuhnhenn Crème Brûlée Java Stout,2476,317,108,4.11,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/2097/18973/,13.38
7.00,Rotating,Half Acre Beer Company,0,https://cdn.beeradvocate.com/im/beers/48583.jpg,"Illinois, United States",Baumé,6412,313,105,3.94,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/18006/48583/,9.14
6.70,Rotating,Bootlegger's Brewery,0,https://cdn.beeradvocate.com/im/beers/49098.jpg,"California, United States",Black Phoenix (Chipotle Coffee Ale),20423,310,118,3.77,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/17271/49098/,11.94
6.50,Rotating,Fat Head's Brewery & Saloon,0,https://cdn.beeradvocate.com/im/beers/90450.jpg,"Ohio, United States",Oompa Loompa Chocolate Cream Stout,25703,303,54,3.73,Good,American Stout,https://www.beeradvocate.com/beer/profile/19544/90450/,10.46
6.00,Rotating,Saugatuck Brewing Company,0,https://cdn.beeradvocate.com/im/beers/193811.jpg,"Michigan, United States",Blueberry Maple Stout,6446,298,84,3.94,Very Good,American Stout,https://www.beeradvocate.com/beer/profile/11814/193811/,9.64
7.10,Rotating,Full Pint Brewing Company,0,https://cdn.beeradvocate.com/im/beers/84805.jpg,"Pennsylvania, United States",Night Of The Living Stout,37370,291,63,3.61,Good,American Stout,https://www.beeradvocate.com/beer/profile/22854/84805/,15.79
4.80,Winter,Matt Brewing Company / Saranac Brewery,3.31,https://cdn.beeradvocate.com/im/beers/45428.jpg,"New York, United States",Saranac Vanilla Stout,43054,277,171,3.39,Okay,American Stout,https://www.beeradvocate.com/beer/profile/99/45428/,15.04
8.30,Rotating,Founders Brewing Company,4.75,https://cdn.beeradvocate.com/im/beers/11757.jpg,"Michigan, United States",Founders Breakfast Stout,87,16863,3880,4.51,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1199/11757/,9.09
11.80,Spring,Founders Brewing Company,0,https://cdn.beeradvocate.com/im/beers/19960.jpg,"Michigan, United States",Founders KBS (Kentucky Breakfast Stout),25,12884,3262,4.61,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1199/19960/,8.46
14.10,Winter,Goose Island Beer Co.,4.25,https://cdn.beeradvocate.com/im/beers/10672.jpg,"Illinois, United States",Bourbon County Brand Stout,29,12503,3015,4.6,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1146/10672/,9.13
12.20,Winter,Deschutes Brewery,4.13,https://cdn.beeradvocate.com/im/beers/34420.jpg,"Oregon, United States",The Abyss,134,7245,1996,4.47,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/63/34420/,9.4
12.90,Rotating,Goose Island Beer Co.,0,https://cdn.beeradvocate.com/im/beers/57747.jpg,"Illinois, United States",Bourbon County Brand Coffee Stout,8,7205,1207,4.68,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1146/57747/,7.91
12.00,Year-round,AleSmith Brewing Company,0,https://cdn.beeradvocate.com/im/beers/3833.jpg,"California, United States",AleSmith Speedway Stout,270,6939,1724,4.38,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/396/3833/,8.45
13.00,Rotating,Prairie Artisan Ales,0,https://cdn.beeradvocate.com/im/beers/94350.jpg,"Oklahoma, United States",Bomb!,99,6135,973,4.5,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30356/94350/,8.22
11.00,Year-round,New Holland Brewing Company,3.82,https://cdn.beeradvocate.com/im/beers/5428.jpg,"Michigan, United States",Dragon's Milk,2942,5990,1556,4.04,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/335/5428/,12.62
9.10,Year-round,Victory Brewing Company - Downingtown,3.8,https://cdn.beeradvocate.com/im/beers/1013.jpg,"Pennsylvania, United States",Storm King Stout,2763,5967,2657,4.05,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/345/1013/,11.85
10.00,Rotating,Southern Tier Brewing Company,0,https://cdn.beeradvocate.com/im/beers/40058.jpg,"New York, United States",Choklat (Blackwater Series),713,5300,1600,4.26,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/3818/40058/,10.8
9.50,Rotating,Brasserie Dieu du Ciel!,4.97,https://cdn.beeradvocate.com/im/beers/10325.jpg,"Quebec, Canada",Péché Mortel,220,5191,1851,4.41,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1141/10325/,8.39
11.70,Rotating,Founders Brewing Company,0,https://cdn.beeradvocate.com/im/beers/47658.jpg,"Michigan, United States",CBS (Canadian Breakfast Stout),12,5182,1201,4.67,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1199/47658/,8.35
18.00,Rotating,Dogfish Head Craft Brewery,4.57,https://cdn.beeradvocate.com/im/beers/2392.jpg,"Delaware, United States",World Wide Stout,939,4927,1799,4.22,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/64/2392/,13.51
11.20,Rotating,"Bell's Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/37265.jpg,"Michigan, United States",Bell's Black Note Stout,64,4647,739,4.54,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/287/37265/,7.93
9.20,Winter,Lagunitas Brewing Company,4.2,https://cdn.beeradvocate.com/im/beers/20445.jpg,"California, United States",Cappuccino Stout,5451,4480,1349,3.94,Very Good,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/220/20445/,11.42
11.50,Rotating,Evil Twin Brewing,0,https://cdn.beeradvocate.com/im/beers/80291.jpg,"New York, United States",Imperial Biscotti Break,342,4351,653,4.35,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/24300/80291/,8.28
11.00,Spring,Cigar City Brewing,4.45,https://cdn.beeradvocate.com/im/beers/47022.jpg,"Florida, United States",Hunahpu's Imperial Stout,43,4215,812,4.58,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/17981/47022/,8.52
9.40,Winter,Terrapin Beer Company,4.3,https://cdn.beeradvocate.com/im/beers/21950.jpg,"Georgia, United States",W-n-B Coffee Oatmeal Imperial Stout,572,3975,1314,4.29,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/2372/21950/,8.86
19.50,Fall,The Bruery,0,https://cdn.beeradvocate.com/im/beers/51257.jpg,"California, United States",Black Tuesday,67,3973,711,4.54,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/16866/51257/,9.47
11.80,Rotating,Epic Brewing Company,4.33,https://cdn.beeradvocate.com/im/beers/73618.jpg,"Utah, United States",Big Bad Baptist,300,3812,644,4.37,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/22893/73618/,8.47
9.50,Spring,Great Divide Brewing Company,0,https://cdn.beeradvocate.com/im/beers/42723.jpg,"Colorado, United States",Espresso Oak Aged Yeti Imperial Stout,667,3766,1067,4.27,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/158/42723/,9.37
9.00,Rotating,Dogfish Head Craft Brewery,0,https://cdn.beeradvocate.com/im/beers/59151.jpg,"Delaware, United States",Miles Davis' Bitches Brew,1229,3757,930,4.18,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/64/59151/,11.24
8.80,Rotating,Green Flash Brewing Co.,4.42,https://cdn.beeradvocate.com/im/beers/41626.jpg,"California, United States",Double Stout,2085,3116,888,4.1,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/2743/41626/,9.27
10.00,Fall,Southern Tier Brewing Company,0,https://cdn.beeradvocate.com/im/beers/99558.jpg,"New York, United States",Warlock,4280,3110,428,3.98,Very Good,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/3818/99558/,13.57
9.50,Rotating,Great Divide Brewing Company,0,https://cdn.beeradvocate.com/im/beers/50176.jpg,"Colorado, United States",Chocolate Oak Aged Yeti,954,3092,910,4.22,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/158/50176/,9.24
